Year_Month,Line,Card_type,Trip
2021-10,T5 Cumberland Line,Concession,7079
2021-10,T5 Cumberland Line,Employee,1628
2021-10,T5 Cumberland Line,Free Travel,16
2021-10,T5 Cumberland Line,School Student,5251
2021-10,T5 Cumberland Line,Senior/Pensioner,27855
2021-10,T5 Cumberland Line,Sgl Trip Rail Adult,182
2021-10,T5 Cumberland Line,Sgl Trip Rail Child/Youth,171
2021-10,T6 replacement buses,Adult,4663
2021-10,T6 replacement buses,CTP,70
2021-10,T6 replacement buses,Child/Youth,286
2021-10,T6 replacement buses,Concession,252
2021-10,T6 replacement buses,Employee,53
2021-10,T6 replacement buses,Free Travel,8
2021-10,T6 replacement buses,School Student,229
2021-10,T6 replacement buses,Senior/Pensioner,1610
2021-10,T7 Olympic Park Line,Adult,22922
2021-10,T7 Olympic Park Line,CTP,8947
2021-10,T7 Olympic Park Line,Child/Youth,741
2021-10,T7 Olympic Park Line,Concession,1334
2021-10,T7 Olympic Park Line,Day Pass without SAF,2
2021-10,T7 Olympic Park Line,Employee,337
2021-10,T7 Olympic Park Line,Free Travel,2
2021-10,T7 Olympic Park Line,School Student,342
2021-10,T7 Olympic Park Line,Senior/Pensioner,2447
2021-10,T7 Olympic Park Line,Sgl Trip Rail Adult,38
2021-10,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,25
2021-10,T8 Airport and South Line,Adult,501736
2021-10,T8 Airport and South Line,CTP,257952
2021-10,T8 Airport and South Line,Child/Youth,24578
2021-10,T8 Airport and South Line,Concession,39037
2021-10,T8 Airport and South Line,Day Pass without SAF,15
2021-10,T8 Airport and South Line,Employee,16396
2021-10,T8 Airport and South Line,Free Travel,1197
2021-10,T8 Airport and South Line,School Student,19058
2021-10,T8 Airport and South Line,Senior/Pensioner,84695
2021-10,T8 Airport and South Line,Sgl Trip Rail Adult,3762
2021-10,T8 Airport and South Line,Sgl Trip Rail Child/Youth,2253
2021-10,T9 Northern Line,Adult,329255
2021-10,T9 Northern Line,CTP,137929
2021-10,T9 Northern Line,Child/Youth,16856
2021-10,T9 Northern Line,Concession,28975
2021-10,T9 Northern Line,Day Pass without SAF,4
2021-10,T9 Northern Line,Employee,4723
2021-10,T9 Northern Line,Free Travel,397
2021-10,T9 Northern Line,School Student,17962
2021-10,T9 Northern Line,Senior/Pensioner,60833
2021-10,T9 Northern Line,Sgl Trip Rail Adult,489
2021-10,T9 Northern Line,Sgl Trip Rail Child/Youth,342
2021-11,Blue Mountains Line,Adult,161045
2021-11,Blue Mountains Line,CTP,67525
2021-11,Blue Mountains Line,Child/Youth,11465
2021-11,Blue Mountains Line,Concession,13546
2021-11,Blue Mountains Line,Day Pass without SAF,32
2021-11,Blue Mountains Line,Employee,6280
2021-11,Blue Mountains Line,Free Travel,389
2021-11,Blue Mountains Line,School Student,25555
2021-11,Blue Mountains Line,Senior/Pensioner,55128
2021-11,Blue Mountains Line,Sgl Trip Rail Adult,901
2021-11,Blue Mountains Line,Sgl Trip Rail Child/Youth,715
2021-11,Central Coast Newcastle Line,Adult,276414
2021-11,Central Coast Newcastle Line,CTP,123713
2021-11,Central Coast Newcastle Line,Child/Youth,20971
2021-11,Central Coast Newcastle Line,Concession,25624
2021-11,Central Coast Newcastle Line,Day Pass without SAF,56
2021-11,Central Coast Newcastle Line,Employee,11679
2021-11,Central Coast Newcastle Line,Free Travel,1071
2021-11,Central Coast Newcastle Line,School Student,66121
2021-11,Central Coast Newcastle Line,Senior/Pensioner,100164
2021-11,Central Coast Newcastle Line,Sgl Trip Rail Adult,2174
2021-11,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,947
2021-11,Hunter Line,Adult,11005
2021-11,Hunter Line,CTP,9435
2021-11,Hunter Line,Child/Youth,1591
2021-11,Hunter Line,Concession,1716
2021-11,Hunter Line,Day Pass without SAF,19
2021-11,Hunter Line,Employee,219
2021-11,Hunter Line,Free Travel,139
2021-11,Hunter Line,School Student,2998
2021-11,Hunter Line,Senior/Pensioner,7185
2021-11,Hunter Line,Sgl Trip Rail Adult,86
2021-11,Hunter Line,Sgl Trip Rail Child/Youth,60
2021-11,South Coast Line,Adult,147560
2021-11,South Coast Line,CTP,84529
2021-11,South Coast Line,Child/Youth,10245
2021-11,South Coast Line,Concession,12659
2021-11,South Coast Line,Day Pass without SAF,24
2021-11,South Coast Line,Employee,3518
2021-11,South Coast Line,Free Travel,315
2021-11,South Coast Line,School Student,24843
2021-11,South Coast Line,Senior/Pensioner,48621
2021-11,South Coast Line,Sgl Trip Rail Adult,825
2021-11,South Coast Line,Sgl Trip Rail Child/Youth,362
2021-11,Southern Highlands Line,Adult,14412
2021-11,Southern Highlands Line,CTP,6493
2021-11,Southern Highlands Line,Child/Youth,1522
2021-11,Southern Highlands Line,Concession,920
2021-11,Southern Highlands Line,Day Pass without SAF,6
2021-11,Southern Highlands Line,Employee,484
2021-11,Southern Highlands Line,Free Travel,53
2021-11,Southern Highlands Line,School Student,1640
2021-11,Southern Highlands Line,Senior/Pensioner,7921
2021-11,Southern Highlands Line,Sgl Trip Rail Adult,45
2021-11,Southern Highlands Line,Sgl Trip Rail Child/Youth,28
2021-11,T1 North Shore Line,Adult,1031030
2021-11,T1 North Shore Line,CTP,530317
2021-11,T1 North Shore Line,Child/Youth,65856
2021-11,T1 North Shore Line,Concession,97819
2021-11,T1 North Shore Line,Day Pass without SAF,11
2021-11,T1 North Shore Line,Employee,21656
2021-11,T1 North Shore Line,Free Travel,3067
2021-11,T1 North Shore Line,School Student,195118
2021-11,T1 North Shore Line,Senior/Pensioner,202794
2021-11,T1 North Shore Line,Sgl Trip Rail Adult,4749
2021-11,T1 North Shore Line,Sgl Trip Rail Child/Youth,3126
2021-11,T1 Western Line,Adult,1027743
2021-11,T1 Western Line,CTP,404303
2021-11,T1 Western Line,Child/Youth,51756
2021-11,T1 Western Line,Concession,87174
2021-11,T1 Western Line,Day Pass without SAF,198
2021-11,T1 Western Line,Employee,33660
2021-11,T1 Western Line,Free Travel,2159
2021-11,T1 Western Line,School Student,141960
2021-11,T1 Western Line,Senior/Pensioner,219317
2021-11,T1 Western Line,Sgl Trip Rail Adult,5772
2021-11,T1 Western Line,Sgl Trip Rail Child/Youth,4273
2021-11,T2 Inner West Line,Adult,512296
2021-11,T2 Inner West Line,CTP,263811
2021-11,T2 Inner West Line,Child/Youth,22512
2021-11,T2 Inner West Line,Concession,42722
2021-11,T2 Inner West Line,Day Pass without SAF,9
2021-11,T2 Inner West Line,Employee,9001
2021-11,T2 Inner West Line,Free Travel,582
2021-11,T2 Inner West Line,School Student,49555
2021-11,T2 Inner West Line,Senior/Pensioner,93259
2021-11,T2 Inner West Line,Sgl Trip Rail Adult,1599
2021-11,T2 Inner West Line,Sgl Trip Rail Child/Youth,851
2021-11,T2 Leppington Line,Adult,694926
2021-11,T2 Leppington Line,CTP,292633
2021-11,T2 Leppington Line,Child/Youth,32953
2021-11,T2 Leppington Line,Concession,61779
2021-11,T2 Leppington Line,Day Pass without SAF,26
2021-11,T2 Leppington Line,Employee,12905
2021-11,T2 Leppington Line,Free Travel,1210
2021-11,T2 Leppington Line,School Student,71461
2021-11,T2 Leppington Line,Senior/Pensioner,166701
2021-11,T2 Leppington Line,Sgl Trip Rail Adult,3285
2021-11,T2 Leppington Line,Sgl Trip Rail Child/Youth,2047
2021-11,T3 Bankstown Line,Adult,578822
2021-11,T3 Bankstown Line,CTP,253361
2021-11,T3 Bankstown Line,Child/Youth,28891
2021-11,T3 Bankstown Line,Concession,49633
2021-11,T3 Bankstown Line,Day Pass without SAF,14
2021-11,T3 Bankstown Line,Employee,9337
2021-11,T3 Bankstown Line,Free Travel,872
2021-11,T3 Bankstown Line,School Student,49552
2021-11,T3 Bankstown Line,Senior/Pensioner,152534
2021-11,T3 Bankstown Line,Sgl Trip Rail Adult,2407
2021-11,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1574
2021-11,T4 Eastern Suburbs and Illawarra Line,Adult,1296377
2021-11,T4 Eastern Suburbs and Illawarra Line,CTP,743849
2021-11,T4 Eastern Suburbs and Illawarra Line,Child/Youth,65337
2021-11,T4 Eastern Suburbs and Illawarra Line,Concession,98019
2021-11,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,8
2021-11,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,87
2021-11,T4 Eastern Suburbs and Illawarra Line,Employee,31990
2021-11,T4 Eastern Suburbs and Illawarra Line,Free Travel,3929
2021-11,T4 Eastern Suburbs and Illawarra Line,School Student,144696
2021-11,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,291235
2021-11,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,6692
2021-11,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,4399
2021-11,T5 Cumberland Line,Adult,183852
2021-11,T5 Cumberland Line,CTP,66157
2021-11,T5 Cumberland Line,Child/Youth,7763
2021-11,T5 Cumberland Line,Concession,14454
2021-11,T5 Cumberland Line,Employee,2564
2021-11,T5 Cumberland Line,Free Travel,42
2021-11,T5 Cumberland Line,School Student,22584
2021-11,T5 Cumberland Line,Senior/Pensioner,43354
2021-11,T5 Cumberland Line,Sgl Trip Rail Adult,354
2021-11,T5 Cumberland Line,Sgl Trip Rail Child/Youth,282
2021-11,T6 replacement buses,Adult,6101
2021-11,T6 replacement buses,CTP,89
2021-11,T6 replacement buses,Child/Youth,438
2021-11,T6 replacement buses,Concession,369
2021-11,T6 replacement buses,Employee,39
2021-11,T6 replacement buses,Free Travel,15
2021-11,T6 replacement buses,School Student,857
2021-11,T6 replacement buses,Senior/Pensioner,2021
2021-11,T6 replacement buses,Sgl Trip Rail Adult,2
2021-11,T7 Olympic Park Line,Adult,23466
2021-11,T7 Olympic Park Line,CTP,10534
2021-11,T7 Olympic Park Line,Child/Youth,1252
2021-11,T7 Olympic Park Line,Concession,1717
2021-11,T7 Olympic Park Line,Employee,626
2021-11,T7 Olympic Park Line,Free Travel,19
2021-11,T7 Olympic Park Line,School Student,1216
2021-11,T7 Olympic Park Line,Senior/Pensioner,3129
2021-11,T7 Olympic Park Line,Sgl Trip Rail Adult,76
2021-11,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,45
2021-11,T8 Airport and South Line,Adult,761271
2021-11,T8 Airport and South Line,CTP,404413
2021-11,T8 Airport and South Line,Child/Youth,31760
2021-11,T8 Airport and South Line,Concession,65216
2021-11,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,3
2021-11,T8 Airport and South Line,Day Pass without SAF,16
2021-11,T8 Airport and South Line,Employee,24441
2021-11,T8 Airport and South Line,Free Travel,1741
2021-11,T8 Airport and South Line,School Student,75246
2021-11,T8 Airport and South Line,Senior/Pensioner,132362
2021-11,T8 Airport and South Line,Sgl Trip Rail Adult,11276
2021-11,T8 Airport and South Line,Sgl Trip Rail Child/Youth,3523
2021-11,T9 Northern Line,Adult,514544
2021-11,T9 Northern Line,CTP,219072
2021-11,T9 Northern Line,Child/Youth,30891
2021-11,T9 Northern Line,Concession,52122
2021-11,T9 Northern Line,Day Pass without SAF,9
2021-11,T9 Northern Line,Employee,7692
2021-11,T9 Northern Line,Free Travel,579
2021-11,T9 Northern Line,School Student,74386
2021-11,T9 Northern Line,Senior/Pensioner,106114
2021-11,T9 Northern Line,Sgl Trip Rail Adult,1011
2021-11,T9 Northern Line,Sgl Trip Rail Child/Youth,691
2021-12,Blue Mountains Line,Adult,161825
2021-12,Blue Mountains Line,CTP,72603
2021-12,Blue Mountains Line,Child/Youth,17352
2021-12,Blue Mountains Line,Concession,13891
2021-12,Blue Mountains Line,Day Pass without SAF,46
2021-12,Blue Mountains Line,Employee,6252
2021-12,Blue Mountains Line,Free Travel,325
2021-12,Blue Mountains Line,School Student,10980
2021-12,Blue Mountains Line,Senior/Pensioner,53950
2021-12,Blue Mountains Line,Sgl Trip Rail Adult,1169
2021-12,Blue Mountains Line,Sgl Trip Rail Child/Youth,1096
2021-12,Central Coast Newcastle Line,Adult,254550
2021-12,Central Coast Newcastle Line,CTP,122236
2021-12,Central Coast Newcastle Line,Child/Youth,30150
2021-12,Central Coast Newcastle Line,Concession,24240
2021-12,Central Coast Newcastle Line,Day Pass Child/Youth w/o SAF,5
2021-12,Central Coast Newcastle Line,Day Pass without SAF,67
2021-12,Central Coast Newcastle Line,Employee,11055
2021-12,Central Coast Newcastle Line,Free Travel,989
2021-12,Central Coast Newcastle Line,School Student,26449
2021-12,Central Coast Newcastle Line,Senior/Pensioner,94959
2021-12,Central Coast Newcastle Line,Sgl Trip Rail Adult,2789
2021-12,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1665
2021-12,Hunter Line,Adult,11507
2021-12,Hunter Line,CTP,9316
2021-12,Hunter Line,Child/Youth,2447
2021-12,Hunter Line,Concession,1285
2021-12,Hunter Line,Day Pass without SAF,27
2021-12,Hunter Line,Employee,285
2021-12,Hunter Line,Free Travel,128
2021-12,Hunter Line,School Student,1512
2021-12,Hunter Line,Senior/Pensioner,7462
2021-12,Hunter Line,Sgl Trip Rail Adult,98
2021-12,Hunter Line,Sgl Trip Rail Child/Youth,92
2021-12,South Coast Line,Adult,135819
2021-12,South Coast Line,CTP,84807
2021-12,South Coast Line,Child/Youth,15492
2021-12,South Coast Line,Concession,11741
2021-12,South Coast Line,Day Pass without SAF,25
2021-12,South Coast Line,Employee,2946
2021-12,South Coast Line,Free Travel,288
2021-12,South Coast Line,School Student,8524
2021-12,South Coast Line,Senior/Pensioner,44519
2021-12,South Coast Line,Sgl Trip Rail Adult,967
2021-12,South Coast Line,Sgl Trip Rail Child/Youth,484
2021-12,Southern Highlands Line,Adult,16044
2021-12,Southern Highlands Line,CTP,7859
2021-12,Southern Highlands Line,Child/Youth,2981
2021-12,Southern Highlands Line,Concession,998
2021-12,Southern Highlands Line,Day Pass without SAF,3
2021-12,Southern Highlands Line,Employee,525
2021-12,Southern Highlands Line,Free Travel,45
2021-12,Southern Highlands Line,School Student,740
2021-12,Southern Highlands Line,Senior/Pensioner,8089
2021-12,Southern Highlands Line,Sgl Trip Rail Adult,67
2021-12,Southern Highlands Line,Sgl Trip Rail Child/Youth,78
2021-12,T1 North Shore Line,Adult,912928
2021-12,T1 North Shore Line,CTP,490575
2021-12,T1 North Shore Line,Child/Youth,89327
2021-12,T1 North Shore Line,Concession,94201
2021-12,T1 North Shore Line,Day Pass Child/Youth w/o SAF,1
2021-12,T1 North Shore Line,Day Pass without SAF,19
2021-12,T1 North Shore Line,Employee,22200
2021-12,T1 North Shore Line,Free Travel,2592
2021-12,T1 North Shore Line,School Student,66581
2021-12,T1 North Shore Line,Senior/Pensioner,178710
2021-12,T1 North Shore Line,Sgl Trip Rail Adult,6199
2021-12,T1 North Shore Line,Sgl Trip Rail Child/Youth,4616
2021-12,T1 Western Line,Adult,1024099
2021-12,T1 Western Line,CTP,421103
2021-12,T1 Western Line,Child/Youth,71942
2021-12,T1 Western Line,Concession,89037
2021-12,T1 Western Line,Day Pass Child/Youth w/o SAF,5
2021-12,T1 Western Line,Day Pass without SAF,229
2021-12,T1 Western Line,Employee,32799
2021-12,T1 Western Line,Free Travel,2179
2021-12,T1 Western Line,School Student,62231
2021-12,T1 Western Line,Senior/Pensioner,220645
2021-12,T1 Western Line,Sgl Trip Rail Adult,7004
2021-12,T1 Western Line,Sgl Trip Rail Child/Youth,5957
2021-12,T2 Inner West Line,Adult,454733
2021-12,T2 Inner West Line,CTP,241891
2021-12,T2 Inner West Line,Child/Youth,29143
2021-12,T2 Inner West Line,Concession,40762
2021-12,T2 Inner West Line,Day Pass without SAF,5
2021-12,T2 Inner West Line,Employee,8986
2021-12,T2 Inner West Line,Free Travel,518
2021-12,T2 Inner West Line,School Student,18366
2021-12,T2 Inner West Line,Senior/Pensioner,85545
2021-12,T2 Inner West Line,Sgl Trip Rail Adult,2229
2021-12,T2 Inner West Line,Sgl Trip Rail Child/Youth,1399
2021-12,T2 Leppington Line,Adult,643922
2021-12,T2 Leppington Line,CTP,284009
2021-12,T2 Leppington Line,Child/Youth,46729
2021-12,T2 Leppington Line,Concession,60784
2021-12,T2 Leppington Line,Day Pass without SAF,43
2021-12,T2 Leppington Line,Employee,13180
2021-12,T2 Leppington Line,Free Travel,1169
2021-12,T2 Leppington Line,School Student,29901
2021-12,T2 Leppington Line,Senior/Pensioner,161100
2021-12,T2 Leppington Line,Sgl Trip Rail Adult,4193
2021-12,T2 Leppington Line,Sgl Trip Rail Child/Youth,3014
2021-12,T3 Bankstown Line,Adult,484408
2021-12,T3 Bankstown Line,CTP,221206
2021-12,T3 Bankstown Line,Child/Youth,35724
2021-12,T3 Bankstown Line,Concession,46632
2021-12,T3 Bankstown Line,Day Pass without SAF,14
2021-12,T3 Bankstown Line,Employee,8580
2021-12,T3 Bankstown Line,Free Travel,642
2021-12,T3 Bankstown Line,School Student,21214
2021-12,T3 Bankstown Line,Senior/Pensioner,132330
2021-12,T3 Bankstown Line,Sgl Trip Rail Adult,2693
2021-12,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1891
2021-12,T4 Eastern Suburbs and Illawarra Line,Adult,1294787
2021-12,T4 Eastern Suburbs and Illawarra Line,CTP,754385
2021-12,T4 Eastern Suburbs and Illawarra Line,Child/Youth,102414
2021-12,T4 Eastern Suburbs and Illawarra Line,Concession,106539
2021-12,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,2
2021-12,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,85
2021-12,T4 Eastern Suburbs and Illawarra Line,Employee,32743
2021-12,T4 Eastern Suburbs and Illawarra Line,Free Travel,3693
2021-12,T4 Eastern Suburbs and Illawarra Line,School Student,61988
2021-12,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,297959
2021-12,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,8637
2021-12,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,6286
2021-12,T5 Cumberland Line,Adult,189518
2021-12,T5 Cumberland Line,CTP,72460
2021-12,T5 Cumberland Line,Child/Youth,13067
2021-12,T5 Cumberland Line,Concession,15397
2021-12,T5 Cumberland Line,Employee,2630
2021-12,T5 Cumberland Line,Free Travel,42
2021-12,T5 Cumberland Line,School Student,10786
2021-12,T5 Cumberland Line,Senior/Pensioner,45685
2021-12,T5 Cumberland Line,Sgl Trip Rail Adult,599
2021-12,T5 Cumberland Line,Sgl Trip Rail Child/Youth,520
2021-12,T6 replacement buses,Adult,5215
2021-12,T6 replacement buses,CTP,264
2021-12,T6 replacement buses,Child/Youth,531
2021-12,T6 replacement buses,Concession,374
2021-12,T6 replacement buses,Day Pass without SAF,2
2021-12,T6 replacement buses,Employee,45
2021-12,T6 replacement buses,Free Travel,15
2021-12,T6 replacement buses,School Student,480
2021-12,T6 replacement buses,Senior/Pensioner,2057
2021-12,T7 Olympic Park Line,Adult,22843
2021-12,T7 Olympic Park Line,CTP,10588
2021-12,T7 Olympic Park Line,Child/Youth,1444
2021-12,T7 Olympic Park Line,Concession,1976
2021-12,T7 Olympic Park Line,Day Pass without SAF,3
2021-12,T7 Olympic Park Line,Employee,418
2021-12,T7 Olympic Park Line,Free Travel,39
2021-12,T7 Olympic Park Line,School Student,561
2021-12,T7 Olympic Park Line,Senior/Pensioner,3530
2021-12,T7 Olympic Park Line,Sgl Trip Rail Adult,77
2021-12,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,44
2021-12,T8 Airport and South Line,Adult,780889
2021-12,T8 Airport and South Line,CTP,453755
2021-12,T8 Airport and South Line,Child/Youth,56169
2021-12,T8 Airport and South Line,Concession,71737
2021-12,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,1
2021-12,T8 Airport and South Line,Day Pass without SAF,25
2021-12,T8 Airport and South Line,Employee,25537
2021-12,T8 Airport and South Line,Free Travel,1665
2021-12,T8 Airport and South Line,School Student,33099
2021-12,T8 Airport and South Line,Senior/Pensioner,138698
2021-12,T8 Airport and South Line,Sgl Trip Rail Adult,17285
2021-12,T8 Airport and South Line,Sgl Trip Rail Child/Youth,6635
2021-12,T9 Northern Line,Adult,551297
2021-12,T9 Northern Line,CTP,250180
2021-12,T9 Northern Line,Child/Youth,47688
2021-12,T9 Northern Line,Concession,60252
2021-12,T9 Northern Line,Day Pass without SAF,8
2021-12,T9 Northern Line,Employee,8748
2021-12,T9 Northern Line,Free Travel,717
2021-12,T9 Northern Line,School Student,33954
2021-12,T9 Northern Line,Senior/Pensioner,111587
2021-12,T9 Northern Line,Sgl Trip Rail Adult,1438
2021-12,T9 Northern Line,Sgl Trip Rail Child/Youth,1111
2022-01,Blue Mountains Line,Adult,126494
2022-01,Blue Mountains Line,CTP,57252
2022-01,Blue Mountains Line,Child/Youth,15968
2022-01,Blue Mountains Line,Concession,9625
2022-01,Blue Mountains Line,Day Pass without SAF,80
2022-01,Blue Mountains Line,Employee,4952
2022-01,Blue Mountains Line,Free Travel,203
2022-01,Blue Mountains Line,School Student,252
2022-01,Blue Mountains Line,Senior/Pensioner,39338
2022-01,Blue Mountains Line,Sgl Trip Rail Adult,876
2022-01,Blue Mountains Line,Sgl Trip Rail Child/Youth,996
2022-01,Central Coast Newcastle Line,Adult,174633
2022-01,Central Coast Newcastle Line,CTP,88262
2022-01,Central Coast Newcastle Line,Child/Youth,27629
2022-01,Central Coast Newcastle Line,Concession,15572
2022-01,Central Coast Newcastle Line,Day Pass without SAF,34
2022-01,Central Coast Newcastle Line,Employee,8385
2022-01,Central Coast Newcastle Line,Free Travel,649
2022-01,Central Coast Newcastle Line,School Student,925
2022-01,Central Coast Newcastle Line,Senior/Pensioner,63650
2022-01,Central Coast Newcastle Line,Sgl Trip Rail Adult,2261
2022-01,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,1758
2022-01,Hunter Line,Adult,9235
2022-01,Hunter Line,CTP,7932
2022-01,Hunter Line,Child/Youth,3372
2022-01,Hunter Line,Concession,973
2022-01,Hunter Line,Day Pass without SAF,26
2022-01,Hunter Line,Employee,168
2022-01,Hunter Line,Free Travel,118
2022-01,Hunter Line,School Student,31
2022-01,Hunter Line,Senior/Pensioner,6196
2022-01,Hunter Line,Sgl Trip Rail Adult,104
2022-01,Hunter Line,Sgl Trip Rail Child/Youth,140
2022-01,South Coast Line,Adult,115317
2022-01,South Coast Line,CTP,72897
2022-01,South Coast Line,Child/Youth,16645
2022-01,South Coast Line,Concession,8717
2022-01,South Coast Line,Day Pass without SAF,16
2022-01,South Coast Line,Employee,2645
2022-01,South Coast Line,Free Travel,211
2022-01,South Coast Line,School Student,718
2022-01,South Coast Line,Senior/Pensioner,35387
2022-01,South Coast Line,Sgl Trip Rail Adult,820
2022-01,South Coast Line,Sgl Trip Rail Child/Youth,577
2022-01,Southern Highlands Line,Adult,11187
2022-01,Southern Highlands Line,CTP,5361
2022-01,Southern Highlands Line,Child/Youth,2246
2022-01,Southern Highlands Line,Concession,634
2022-01,Southern Highlands Line,Day Pass without SAF,5
2022-01,Southern Highlands Line,Employee,369
2022-01,Southern Highlands Line,Free Travel,27
2022-01,Southern Highlands Line,School Student,15
2022-01,Southern Highlands Line,Senior/Pensioner,5012
2022-01,Southern Highlands Line,Sgl Trip Rail Adult,55
2022-01,Southern Highlands Line,Sgl Trip Rail Child/Youth,56
2022-01,T1 North Shore Line,Adult,650843
2022-01,T1 North Shore Line,CTP,353083
2022-01,T1 North Shore Line,Child/Youth,89357
2022-01,T1 North Shore Line,Concession,66820
2022-01,T1 North Shore Line,Day Pass without SAF,10
2022-01,T1 North Shore Line,Employee,18129
2022-01,T1 North Shore Line,Free Travel,1944
2022-01,T1 North Shore Line,School Student,6814
2022-01,T1 North Shore Line,Senior/Pensioner,132604
2022-01,T1 North Shore Line,Sgl Trip Rail Adult,4360
2022-01,T1 North Shore Line,Sgl Trip Rail Child/Youth,4325
2022-01,T1 Western Line,Adult,847130
2022-01,T1 Western Line,CTP,336628
2022-01,T1 Western Line,Child/Youth,63441
2022-01,T1 Western Line,Concession,63242
2022-01,T1 Western Line,Day Pass Child/Youth w/o SAF,1
2022-01,T1 Western Line,Day Pass without SAF,246
2022-01,T1 Western Line,Employee,27412
2022-01,T1 Western Line,Free Travel,1811
2022-01,T1 Western Line,School Student,1597
2022-01,T1 Western Line,Senior/Pensioner,174277
2022-01,T1 Western Line,Sgl Trip Rail Adult,5560
2022-01,T1 Western Line,Sgl Trip Rail Child/Youth,5357
2022-01,T2 Inner West Line,Adult,265838
2022-01,T2 Inner West Line,CTP,158236
2022-01,T2 Inner West Line,Child/Youth,21793
2022-01,T2 Inner West Line,Concession,24850
2022-01,T2 Inner West Line,Day Pass without SAF,11
2022-01,T2 Inner West Line,Employee,6029
2022-01,T2 Inner West Line,Free Travel,334
2022-01,T2 Inner West Line,School Student,737
2022-01,T2 Inner West Line,Senior/Pensioner,49659
2022-01,T2 Inner West Line,Sgl Trip Rail Adult,1402
2022-01,T2 Inner West Line,Sgl Trip Rail Child/Youth,1174
2022-01,T2 Leppington Line,Adult,525287
2022-01,T2 Leppington Line,CTP,211008
2022-01,T2 Leppington Line,Child/Youth,41182
2022-01,T2 Leppington Line,Concession,41091
2022-01,T2 Leppington Line,Day Pass without SAF,36
2022-01,T2 Leppington Line,Employee,11230
2022-01,T2 Leppington Line,Free Travel,736
2022-01,T2 Leppington Line,School Student,858
2022-01,T2 Leppington Line,Senior/Pensioner,127273
2022-01,T2 Leppington Line,Sgl Trip Rail Adult,3154
2022-01,T2 Leppington Line,Sgl Trip Rail Child/Youth,2800
2022-01,T3 Bankstown Line,Adult,387631
2022-01,T3 Bankstown Line,CTP,167488
2022-01,T3 Bankstown Line,Child/Youth,32678
2022-01,T3 Bankstown Line,Concession,31530
2022-01,T3 Bankstown Line,Day Pass without SAF,8
2022-01,T3 Bankstown Line,Employee,6579
2022-01,T3 Bankstown Line,Free Travel,522
2022-01,T3 Bankstown Line,School Student,865
2022-01,T3 Bankstown Line,Senior/Pensioner,101622
2022-01,T3 Bankstown Line,Sgl Trip Rail Adult,2077
2022-01,T3 Bankstown Line,Sgl Trip Rail Child/Youth,1817
2022-01,T4 Eastern Suburbs and Illawarra Line,Adult,970664
2022-01,T4 Eastern Suburbs and Illawarra Line,CTP,539902
2022-01,T4 Eastern Suburbs and Illawarra Line,Child/Youth,91806
2022-01,T4 Eastern Suburbs and Illawarra Line,Concession,71779
2022-01,T4 Eastern Suburbs and Illawarra Line,Day Pass Child/Youth w/o SAF,4
2022-01,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,64
2022-01,T4 Eastern Suburbs and Illawarra Line,Employee,24838
2022-01,T4 Eastern Suburbs and Illawarra Line,Free Travel,2658
2022-01,T4 Eastern Suburbs and Illawarra Line,School Student,2790
2022-01,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,211015
2022-01,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,5988
2022-01,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,5386
2022-01,T5 Cumberland Line,Adult,128324
2022-01,T5 Cumberland Line,CTP,45991
2022-01,T5 Cumberland Line,Child/Youth,9247
2022-01,T5 Cumberland Line,Concession,8063
2022-01,T5 Cumberland Line,Employee,1968
2022-01,T5 Cumberland Line,Free Travel,18
2022-01,T5 Cumberland Line,School Student,102
2022-01,T5 Cumberland Line,Senior/Pensioner,30165
2022-01,T5 Cumberland Line,Sgl Trip Rail Adult,308
2022-01,T5 Cumberland Line,Sgl Trip Rail Child/Youth,358
2022-01,T6 replacement buses,Adult,4587
2022-01,T6 replacement buses,CTP,56
2022-01,T6 replacement buses,Child/Youth,425
2022-01,T6 replacement buses,Concession,320
